 fh_3_23,39.0337872134,-94.5766867697,FH-AP-302,39.03369137,-94.57666934
 fh_3_24,39.0337820047,-94.576780647,FH-AP-3rdDC,39.03376065,-94.57690269
 fh_3_25,39.0337919012,-94.5769194514,FH-AP-3rdDC,39.03376065,-94.57690269
 fh_3_3,39.0340018107,-94.5763709396,FH-AP-450,39.03396587,-94.57634144
 fh_3_4,39.0339632665,-94.5762663335,FH-AP-250,39.03394608,-94.57627036
 fh_3_5,39.0338653435,-94.5762804151,FH-AP-345_DC,39.03377159,-94.57630254
 fh_3_6,39.033792422,-94.5762770623,FH-AP-560_Entrance,39.0336346,-94.57627505
 fh_3_7,39.0337304387,-94.5762763917,FH-AP-370,39.03345542,-94.57629517
 fh_3_8,39.0336278276,-94.5762911439,FH-AP-370,39.03345542,-94.57629517
 fh_3_9,39.0335418841,-94.5762830973,FH-AP-370,39.03345542,-94.57629517
 fh_4_1,39.0339689961,-94.5762616396,FH-AP-450,39.03396587,-94.57634144
 fh_4_10,39.0336882484,-94.5764963329,FH-AP-403,39.03368825,-94.57666397
 fh_4_11,39.0336965823,-94.5766016096,FH-AP-529,39.03378044,-94.57660362
 fh_4_12,39.0336991866,-94.5767088979,FH-AP-403,39.03368825,-94.57666397
 fh_4_13,39.0337043953,-94.5768249035,FH-AP-416DC,39.0337669,-94.57690202
 fh_4_14,39.0337111666,-94.5768979937,FH-AP-416DC,39.0337669,-94.57690202
 fh_4_15,39.0337002284,-94.5770046115,FH-AP-403,39.03368825,-94.57666397
 fh_4_16,39.0337596074,-94.5770709962,FH-AP-5thFlrWest,39.0337445,-94.57708307
 fh_4_17,39.0338017977,-94.5770059526,FH-AP-416DC,39.0337669,-94.57690202
 fh_4_18,39.0337997142,-94.5769228041,FH-AP-416DC,39.0337669,-94.57690202
 fh_4_19,39.0337549195,-94.5768597722,FH-AP-516,39.03377211,-94.57689464
 fh_4_2,39.0339127425,-94.5762817562,FH-AP-547,39.03395181,-94.57633272
 fh_4_20,39.0337934638,-94.5767900348,FH-AP-529,39.03378044,-94.57660362
 fh_4_21,39.0337861716,-94.576645866,FH-AP-423,39.03378305,-94.57658753
 fh_4_22,39.033784609,-94.5765251666,FH-AP-403,39.03368825,-94.57666397
 fh_4_23,39.0337757543,-94.57640782,FH-AP-5thFlrSE,39.03368877,-94.57644202
 fh_4_3,39.0338346123,-94.57628645,FH-AP-4th-Flr-DC,39.03376742,-94.57630724
 fh_4_4,39.0337424187,-94.5762871206,FH-AP-4th-Flr-DC,39.03376742,-94.57630724
 fh_4_5,39.0336210563,-94.5762884617,FH-AP-560_Entrance,39.0336346,-94.57627505
 fh_4_6,39.0335465719,-94.5762944967,FH-AP-457,39.03354188,-94.57629181
 fh_4_7,39.0334783379,-94.5762998611,FH-AP-457,39.03354188,-94.57629181
 fh_4_8,39.0337273135,-94.5763695985,FH-AP-5thFlrDC,39.03377159,-94.57630254
 fh_4_9,39.033685644,-94.5764031261,FH-AP-5thFlrSE,39.03368877,-94.57644202
 fh_5_1,39.033941911,-94.5762556046,FH-AP-450,39.03396587,-94.57634144
 fh_5_10,39.0335632398,-94.5763481408,FH-AP-560_Entrance,39.0336346,-94.57627505
 fh_5_11,39.0336684554,-94.5764359832,FH-AP-529,39.03378044,-94.57660362
 fh_5_12,39.0336887692,-94.576548636,FH-AP-5thFlrSE,39.03368877,-94.57644202
 fh_5_13,39.0336960614,-94.576677382,FH-AP-505_Hallway,39.0336971,-94.57673706
 fh_5_14,39.0336950197,-94.5767974108,FH-AP-505_Hallway,39.0336971,-94.57673706
 fh_5_15,39.0337023118,-94.5769415796,FH-AP-516,39.03377211,-94.57689464
 fh_5_16,39.0337142918,-94.577050209,FH-AP-5thFlrWest,39.0337445,-94.57708307
 fh_5_17,39.0337929429,-94.577030763,FH-AP-5thFlrWest,39.0337445,-94.57708307
 fh_5_18,39.0337903386,-94.5769013464,FH-AP-516,39.03377211,-94.57689464
 fh_5_19,39.0337377309,-94.5768664777,FH-AP-516,39.03377211,-94.57689464
 fh_5_2,39.0338616975,-94.5762596279,FH-AP-5thFlrDC,39.03377159,-94.57630254
 fh_5_20,39.0337898177,-94.5767544955,FH-AP-505_Hallway,39.0336971,-94.57673706
 fh_5_24,39.0337528361,-94.5763910562,FH-AP-529,39.03378044,-94.57660362
 fh_5_3,39.0337908594,-94.5762656629,FH-AP-5thFlrSE,39.03368877,-94.57644202
 fh_5_4,39.0336924153,-94.5762696862,FH-AP-560_Entrance,39.0336346,-94.57627505
 fh_5_5,39.0336293902,-94.5762602985,FH-AP-570_Suite,39.03346844,-94.57628712
 fh_5_6,39.0335194867,-94.5762314647,FH-AP-570_Suite,39.03346844,-94.57628712
 fh_5_7,39.0334543779,-94.5762106776,FH-AP-570_Suite,39.03346844,-94.57628712
 fh_5_8,39.0334564614,-94.576267004,FH-AP-570_Suite,39.03346844,-94.57628712
 fh_5_9,39.0334632327,-94.5763789862,FH-AP-457,39.03354188,-94.57629181
